concept,games,credits,credits_n,credits_confidence,licence,licence_confidence,licence_source,identical_art,distinct_art,images,category,mods,minetest_game,mineclonia,mineclone2,asuna
unidb,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unidb
unidc,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unidc
unidd,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unidd
unide,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unide
unidf,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unidf
unie0,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unie0
unie1,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unie1
unie2,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unie2
unie3,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unie3
unie4,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unie4
unie5,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unie5
unie6,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unie6
unie7,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unie7
unie8,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unie8
unie9,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unie9
uniea,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_uniea
unieb,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unieb
uniec,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_uniec
unied,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unied
uniee,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_uniee
unief,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unief
unif0,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unif0
unif1,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unif1
unif2,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unif2
unif3,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unif3
unif4,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unif4
unif5,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unif5
unif6,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unif6
unif7,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unif7
unif8,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unif8
unif9,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unif9
unifa,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unifa
unifb,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unifb
unifc,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unifc
unifd,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unifd
unife,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_unife
uniff,1,,0,game,CC0 / public domain,ambiguous,mods/signs_lib/LICENSE,no,1,1,other,signs_lib,,,,signs_lib_uniff
unknown_item,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT,unsplit,mods/x_farming/LICENSE.txt,no,1,1,other,x_farming,,,,x_farming_unknown_item
urn_side,1,,0,game,GPL-3.0,game,LICENSE,no,1,1,other,lootchests_default,,,,lootchests_default_urn_side
urn_top,1,,0,game,GPL-3.0,game,LICENSE,no,1,1,other,lootchests_default,,,,lootchests_default_urn_top
valentina,1,,0,game,LGPL,unsplit,mods/beautiflowers/LICENSE,no,1,1,other,beautiflowers,,,,valentina
valeria,1,,0,game,LGPL,unsplit,mods/beautiflowers/LICENSE,no,1,1,other,beautiflowers,,,,valeria
vanesa,1,,0,game,LGPL,unsplit,mods/beautiflowers/LICENSE,no,1,1,other,beautiflowers,,,,vanesa
vanilla,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_vanilla
vanilla_1,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_vanilla_1
vanilla_2,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_vanilla_2
vanilla_3,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_vanilla_3
vanilla_4,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_vanilla_4
vanilla_5,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_vanilla_5
vanilla_6,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_vanilla_6
vanilla_7,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_vanilla_7
vanilla_8,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_vanilla_8
vanilla_extract,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_vanilla_extract
vanilla_flan,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_vanilla_flan
vanilla_flan_32px,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_vanilla_flan_32px
vault_bottom,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_bottom,,
vault_front_ejecting,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_front_ejecting,,
vault_front_off,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_front_off,,
vault_front_on,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_front_on,,
vault_ominous_front_ejecting,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_ominous_front_ejecting,,
vault_ominous_front_off,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_ominous_front_off,,
vault_ominous_front_on,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_ominous_front_on,,
vault_ominous_side_ejecting,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_ominous_side_ejecting,,
vault_ominous_side_off,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_ominous_side_off,,
vault_ominous_side_on,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_ominous_side_on,,
vault_ominous_top_ejecting,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_ominous_top_ejecting,,
vault_ominous_top_off,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_ominous_top_off,,
vault_ominous_top_on,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_ominous_top_on,,
vault_side_ejecting,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_side_ejecting,,
vault_side_off,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_side_off,,
vault_side_on,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_side_on,,
vault_top_ejecting,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_top_ejecting,,
vault_top_off,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_top_off,,
vault_top_on,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_top_on,,
vault_top_unlock,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_vaults,,mcl_vaults_vault_top_unlock,,
vegan_butter,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_vegan_butter
vein,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_sculk,,mcl_sculk_vein,,
venison_cooked,1,,0,game,MIT,unsplit,mods/animalia/LICENSE,no,1,1,other,animalia,,,,animalia_venison_cooked
venison_raw,1,,0,game,MIT,unsplit,mods/animalia/LICENSE,no,1,1,other,animalia,,,,animalia_venison_raw
venus_trap_item,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_venus_trap_item
venus_trap_mesh,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_venus_trap_mesh
vera,1,,0,game,LGPL,unsplit,mods/beautiflowers/LICENSE,no,1,1,other,beautiflowers,,,,vera
very_simple_snow_man,1,,0,game,GPL-3.0,game,LICENSE,no,1,1,other,awards,,,,awards_very_simple_snow_man
vessels_drinking_cup,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,vessels_drinking_cup
vessels_glass_bottle,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT,unsplit,mods/x_farming/LICENSE.txt,no,1,1,other,x_farming,,,,x_farming_vessels_glass_bottle
vessels_glass_bottle_mask,1,,0,game,GPL-3.0,game,LICENSE,no,1,1,other,bottles,,,,vessels_glass_bottle_mask
vex,1,themightyglider; pauliw; suonho,3,near filename,CC0,named,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_vex,,
vex_charging,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_vex_charging,,
victoria,1,,0,game,LGPL,unsplit,mods/beautiflowers/LICENSE,no,1,1,other,beautiflowers,,,,victoria
villager,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager,,
villager_base,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_base,,
villager_desert,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_desert,,
villager_jungle,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_jungle,,
villager_plains,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_plains,,
villager_profession_armorer,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_profession_armorer,,
villager_profession_butcher,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_profession_butcher,,
villager_profession_cartographer,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_profession_cartographer,,
villager_profession_cleric,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_profession_cleric,,
villager_profession_farmer,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_profession_farmer,,
villager_profession_fisherman,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_profession_fisherman,,
villager_profession_fletcher,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_profession_fletcher,,
villager_profession_leatherworker,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_profession_leatherworker,,
villager_profession_librarian,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_profession_librarian,,
villager_profession_mason,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_profession_mason,,
villager_profession_nitwit,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_profession_nitwit,,
villager_profession_shepherd,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_profession_shepherd,,
villager_profession_toolsmith,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_profession_toolsmith,,
villager_profession_weaponsmith,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_profession_weaponsmith,,
villager_savanna,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_savanna,,
villager_snow,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_snow,,
villager_swamp,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_swamp,,
villager_taiga,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_taiga,,
villager_wandering_trader,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_villager_wandering_trader,,
vindicator,1,Mod “amc”; Repository with Blender source files for models; Gerold55; PilzAdam and Wuzzy; AGFX; evsecrets; contramundum; Randomation; Dr. Minky; Zozzy from Freesound.org; Bird\_man; Klaraschick,12,mod,CC BY-SA 4.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT / LGPL-2.1 / LGPL / GPL-3.0,ambiguous,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_vindicator,,
vine_cave_1,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_vine_cave_1
vine_cave_2,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_vine_cave_2
